uid,gender,dob,user_age,survey_completed_at,YxZ6vHaWrjiZeuWh7u6f,4VkmpYHERksTAILQTTJK,bdBAzKDJf4fRFayyKVUv,9ZR7eWvLbWr74kHO72U8,Qdgvx8TLWNazLO6ZGuoP,HIEOGzWayi3OTZVed5S1,lJvzoqdgZxXyxOKQnlo6,DgFsclpb4ikv44YWa11a,KvIEjTzERWFzurF0UKXp,v7CDeDZbxdwxYSAR0d9X,lx7K6NXFzkjKwPPyhYJB,L0Vkyg6X7xTiRzkwlUwz
3c52c263-0193-4336-9b3d-6e57969a952e,M,1978-09-25 22:00:00 UTC,48,2026-07-23 12:35:59 UTC,Super/hipermercado,"1,50–1,99 €",8,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,,8,La calidad y el sabor del chocolate con leche exterior,Para ofrecer en casa a los invitados en una ocasión especial,No lo conocía,,Compradores potenciales
4552584b-f62c-40ad-a09f-e56af6a4f912,M,1980-11-24 23:00:00 UTC,46,2026-07-19 09:32:33 UTC,Super/hipermercado,"1,50–1,99 €",7,Es ligeramente mejor,Chocolate,,7,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,Soy compradora/o habitual,,Compradores potenciales
172356B9-0FD1-4F03-94F7-A8026FB212A9,F,1959-03-17 23:00:00 UTC,67,2026-07-27 18:34:24 UTC,Tienda de conveniencia,"1,50–1,99 €",4,Es igual que otros chocolates con pistacho que he probado,Chocolate,,5,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Para regalar como un detalle elegante o gourmet a alguien especial,Soy compradora/o habitual,,Compradores potenciales
bbd48d9f-abf3-4e05-b88d-f074dc24fe03,F,1984-01-21 00:00:00 UTC,42,,Super/hipermercado,"Menos de 1,50 €",5,Es muy superior,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
541da760-e14a-44b0-bf63-804eac19fa13,F,1975-05-19 22:00:00 UTC,51,,Super/hipermercado,"1,50–1,99 €",9,Es muy superior,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
d48b213c-f821-41fd-9a10-0efb07e126a6,NA,1974-04-15 22:00:00 UTC,52,2026-07-26 07:27:45 UTC,Tienda online,"2,00–2,49 €",8,Es ligeramente mejor,Bebidas,,8,La calidad y el sabor del chocolate con leche exterior,Para regalar como un detalle elegante o gourmet a alguien especial,"Sí lo conocía, pero no los había probado",,Compradores potenciales
fbdd36f0-36a1-4436-bd01-591445b3355a,NA,2005-01-24 23:00:00 UTC,21,2026-07-24 14:51:37 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
4ec04d74-7b05-4e45-be07-92aac38684df,F,1987-06-14 00:00:00 UTC,39,2026-07-28 11:46:16 UTC,Super/hipermercado,"1,50–1,99 €",4,Es ligeramente mejor,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,"Sí lo conocía, pero no los había probado",,Compradores potenciales
105E1713-430C-4AF9-848F-BC41B16E5EDF,F,1972-07-04 23:00:00 UTC,54,2026-07-24 13:25:03 UTC,Super/hipermercado,"1,50–1,99 €",5,No he probado otros chocolates con pistacho anteriormente,Turrón,,10,No me ha convencido especialmente,Para ofrecer en casa a los invitados en una ocasión especial,Los había comprado alguna vez,,Compradores potenciales
a2e0aedc-5fa6-45cc-a4f5-1af005c2bfa3,F,1960-04-14 00:00:00 UTC,66,2026-07-25 09:21:28 UTC,Super/hipermercado,"Menos de 1,50 €",10,No he probado otros chocolates con pistacho anteriormente,Helado,Nestlé,10,Otro,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
14cc4f0a-7779-46c0-a61c-0625d9a84204,NA,1997-01-08 23:00:00 UTC,29,2026-07-25 15:27:21 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
6D3CC816-C9E0-4563-BC32-987AF53829EB,F,1965-07-16 00:00:00 UTC,61,2026-07-24 04:55:46 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,No he consumido ninguno de los anteriores,,8,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
2d076c36-7063-45e0-9b30-109ad991c10e,NA,1979-10-04 23:00:00 UTC,47,2026-07-19 09:57:26 UTC,Super/hipermercado,"1,50–1,99 €",7,Es muy superior,Chocolate,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
dc715951-2803-4b21-bf1f-6d267f09c944,NA,1978-01-06 23:00:00 UTC,48,2026-07-15 18:11:12 UTC,Tienda online,"2,00–2,49 €",7,Es igual que otros chocolates con pistacho que he probado,Chocolate,,6,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Para regalar como un detalle elegante o gourmet a alguien especial,Soy compradora/o habitual,,Compradores potenciales
25553862-A62D-4A14-A746-3B8133AEBDB1,M,1969-10-20 00:00:00 UTC,57,2026-07-19 08:24:24 UTC,Super/hipermercado,"2,00–2,49 €",9,Es ligeramente mejor,No he consumido ninguno de los anteriores,,9,La calidad y el sabor del chocolate con leche exterior,Para regalar como un detalle elegante o gourmet a alguien especial,Los había comprado alguna vez,,Compradores potenciales
313C84C0-3712-40A6-8E5A-CC61E99D21DF,M,1982-05-08 00:00:00 UTC,44,2026-07-18 13:11:11 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
9C3ABC45-187F-4C33-B097-46CAB69C380F,M,1972-08-14 00:00:00 UTC,54,2026-07-23 17:18:29 UTC,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,Helado,,9,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
e41cc397-7c6d-48db-97d1-8ad056eefe11,F,1971-01-31 23:00:00 UTC,55,2026-07-20 13:14:10 UTC,Super/hipermercado,"1,50–1,99 €",10,Es ligeramente mejor,Chocolate,,10,La calidad y el sabor del chocolate con leche exterior,Para ofrecer en casa a los invitados en una ocasión especial,"Sí lo conocía, pero no los había probado",,Compradores potenciales
a878b85c-92d7-45c1-99cb-e9b5ba544678,F,1972-12-03 23:00:00 UTC,54,,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,Chocolate,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
4765efc3-f5aa-4784-98f4-59f70fc4e236,F,2000-04-20 00:00:00 UTC,26,2026-07-22 00:35:52 UTC,Super/hipermercado,"2,50–2,99 €",10,Es muy superior,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
b5019aa0-251d-466c-af0a-3c1673d8bf49,M,1984-10-26 00:00:00 UTC,42,2026-07-25 10:20:56 UTC,Tiendas gourmet,"Menos de 1,50 €",4,Es muy superior,Helado,,4,La cremosidad y sedosidad de la crema de pistacho,Para regalar como un detalle elegante o gourmet a alguien especial,Los había comprado alguna vez,,Compradores potenciales
07BFC3FB-3313-4ECB-80AE-9BB4B7EF3A1C,F,1991-05-17 22:00:00 UTC,35,2026-07-25 16:22:53 UTC,Super/hipermercado,"1,50–1,99 €",10,Es igual que otros chocolates con pistacho que he probado,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
2db851b0-beda-4cca-be6a-b35609dfa143,F,2006-01-14 23:00:00 UTC,20,2026-07-23 18:22:04 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,Helado,,7,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
4688285c-17a0-4465-aaaa-f831ca1ebc5b,F,1989-04-15 00:00:00 UTC,37,,Tiendas gourmet,"Menos de 1,50 €",4,Es muy superior,Helado,,3,Otro,Para regalar como un detalle elegante o gourmet a alguien especial,Los había comprado alguna vez,,Compradores potenciales
41239f8e-c7ec-4f00-8461-100dce93b805,F,1977-03-13 23:00:00 UTC,49,2026-07-15 20:26:30 UTC,Super/hipermercado,"1,50–1,99 €",10,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,,10,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
894b81fe-c7f3-408c-b5e5-0558e12622ef,F,1992-03-08 23:00:00 UTC,34,,Super/hipermercado,"Menos de 1,50 €",9,Es ligeramente mejor,Helado,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Solo para comprarlo en ocasiones especiales o cuando esté en promoción,No lo conocía,,Compradores potenciales
24b25896-f85e-4f52-a088-ea357a75c806,F,1970-10-08 23:00:00 UTC,56,,Tienda online,"2,50–2,99 €",10,Es igual que otros chocolates con pistacho que he probado,Helado,,10,La calidad y el sabor del chocolate con leche exterior,Para regalar como un detalle elegante o gourmet a alguien especial,Soy compradora/o habitual,,Compradores potenciales
b53886c2-3fdd-49c1-8299-8bf375439872,M,1949-09-14 00:00:00 UTC,77,2026-07-23 17:00:50 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es ligeramente mejor,Helado,,8,Otro,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
9a37fec7-fe50-4232-800b-7146e6f639ee,M,1977-09-27 23:00:00 UTC,49,2026-07-18 09:48:38 UTC,Super/hipermercado,"2,50–2,99 €",9,Es muy superior,Helado,,,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,,Compradores potenciales
73ae37e3-d3b7-4418-a934-8f3495fa1e01,M,1966-07-17 22:00:00 UTC,60,2026-07-27 02:52:25 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
814d3c3e-28f9-4268-820f-8aae5bb1c15e,M,1959-11-30 23:00:00 UTC,67,2026-07-21 17:06:44 UTC,Super/hipermercado,"1,50–1,99 €",9,Es muy superior,Chocolate,,10,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
ce0ce58d-8142-4e50-a20b-825f96ed7e30,M,1983-12-01 00:00:00 UTC,43,2026-07-15 18:09:35 UTC,Tiendas gourmet,"2,50–2,99 €",8,Es de menor calidad,Helado,,8,La calidad y el sabor del chocolate con leche exterior,Para regalar como un detalle elegante o gourmet a alguien especial,Los había comprado alguna vez,,Compradores potenciales
c38a2208-7520-41d1-a3ed-5e0ebb4959c0,M,1982-09-29 23:00:00 UTC,44,2026-07-25 16:42:43 UTC,Super/hipermercado,"1,50–1,99 €",10,Es muy superior,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
c13927a9-f7c5-4021-9998-0289103e7ce4,M,1989-02-11 23:00:00 UTC,37,2026-07-26 13:42:20 UTC,Tiendas gourmet,"Menos de 1,50 €",9,Es muy superior,Chocolate,,9,La cremosidad y sedosidad de la crema de pistacho,Para regalar como un detalle elegante o gourmet a alguien especial,Los había comprado alguna vez,,Compradores potenciales
5045f9b6-a821-46d9-a41f-29241a4cfc0a,F,1979-10-18 23:00:00 UTC,47,2026-07-24 14:44:40 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es muy superior,Helado,,4,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
f237eae7-7b5f-4ece-b0ca-8ed98d7629c0,M,2006-09-01 22:00:00 UTC,20,2026-07-29 11:57:32 UTC,Tienda de conveniencia,"Menos de 1,50 €",10,Es de menor calidad,No he consumido ninguno de los anteriores,,10,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Solo para comprarlo en ocasiones especiales o cuando esté en promoción,"Sí lo conocía, pero no los había probado",,Compradores potenciales
226885B9-B9BF-4573-BAD0-37702B5E4563,M,1979-08-31 00:00:00 UTC,47,,Tienda de conveniencia,"2,50–2,99 €",5,Es de menor calidad,No he consumido ninguno de los anteriores,,5,No me ha convencido especialmente,Para regalar como un detalle elegante o gourmet a alguien especial,No lo conocía,,Compradores potenciales
7a01f29e-1273-43ae-af20-3837a70f0869,F,1951-04-06 00:00:00 UTC,75,2026-07-16 08:56:53 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Helado,,10,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
52786a24-3e49-4295-8561-383a02b3834d,M,2008-08-08 22:00:00 UTC,18,2026-07-20 12:57:36 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es muy superior,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
2965fef8-5c1a-45b9-8fe9-54655af35331,NA,1968-08-05 22:00:00 UTC,58,,,,,Es ligeramente mejor,Chocolate,,,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,,
4d05e302-79a2-4248-9307-62597381b7dc,NA,2005-05-23 22:00:00 UTC,21,2026-07-30 09:04:36 UTC,Tienda online,"2,50–2,99 €",10,Es de menor calidad,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Solo para comprarlo en ocasiones especiales o cuando esté en promoción,Soy compradora/o habitual,,Compradores potenciales
CB677EDB-AAE8-41E4-AFF7-CB971BD06F63,F,1994-10-10 00:00:00 UTC,32,2026-07-27 19:06:22 UTC,Tienda de conveniencia,"1,50–1,99 €",9,Es igual que otros chocolates con pistacho que he probado,Turrón,,9,No me ha convencido especialmente,Para regalar como un detalle elegante o gourmet a alguien especial,No lo conocía,,Compradores potenciales
B1713095-466C-46A2-94EE-5EDC84DE8ED1,F,1974-03-02 00:00:00 UTC,52,2026-07-25 12:14:29 UTC,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
b7955ce7-67cd-4d0e-ae2f-af8c24774621,F,1962-10-18 00:00:00 UTC,64,2026-07-23 19:35:01 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es ligeramente mejor,Helado,,10,La calidad y el sabor del chocolate con leche exterior,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
9a73a87f-1c34-432b-ada3-b69e718db02e,F,1991-09-21 22:00:00 UTC,35,,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,Chocolate,,10,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,Para regalar como un detalle elegante o gourmet a alguien especial,No lo conocía,,Compradores potenciales
46A7189E-D167-45A1-952F-CDE06D545201,M,1969-08-28 00:00:00 UTC,57,2026-07-25 16:50:16 UTC,,,,,Helado,,,,,,,
37943ADD-438B-43A6-AA35-D8782A050E07,F,1990-02-10 23:00:00 UTC,36,2026-07-23 12:34:41 UTC,Tiendas gourmet,"1,50–1,99 €",9,Es muy superior,Turrón,,9,La cremosidad y sedosidad de la crema de pistacho,Para regalar como un detalle elegante o gourmet a alguien especial,Soy compradora/o habitual,,Compradores potenciales
01aed191-6683-459d-9136-e0935577686b,M,1958-04-12 00:00:00 UTC,68,2026-07-20 08:10:04 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es ligeramente mejor,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,"Sí lo conocía, pero no los había probado",,Compradores potenciales
b1363561-4846-431c-b453-4ead5a0711dd,F,1972-10-15 00:00:00 UTC,54,2026-07-22 08:00:01 UTC,Tienda online,"1,50–1,99 €",10,Es muy superior,Helado,,10,Otro,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
ec59ce05-fb13-4302-bb66-f0e3c60467ac,M,1960-10-07 22:00:00 UTC,66,2026-07-25 09:48:55 UTC,Super/hipermercado,"1,50–1,99 €",5,Es ligeramente mejor,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Los había comprado alguna vez,,Compradores potenciales
b863303f-1469-406d-b5c4-c769b9e0bcfc,M,1963-11-17 00:00:00 UTC,63,2026-07-24 18:12:28 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es muy superior,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
964B2351-3D66-46E9-99ED-82D950299B21,M,1981-05-28 00:00:00 UTC,45,2026-07-25 10:16:31 UTC,Tiendas gourmet,"2,50–2,99 €",7,Es ligeramente mejor,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,Para regalar como un detalle elegante o gourmet a alguien especial,"Sí lo conocía, pero no los había probado",,Compradores potenciales
427c0725-7e1a-4837-a2eb-f1c662c165ed,F,1978-12-28 00:00:00 UTC,48,2026-07-20 23:23:36 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Chocolate,,8,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
26d24fa2-8fab-4234-9ac0-691f78609d63,F,1996-10-04 22:00:00 UTC,30,2026-07-26 11:39:09 UTC,Super/hipermercado,"1,50–1,99 €",9,Es igual que otros chocolates con pistacho que he probado,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,Soy compradora/o habitual,,Compradores potenciales
6D57CE5D-7D7E-40A1-8293-8E90681D3F28,F,1975-02-16 00:00:00 UTC,51,2026-07-21 08:20:28 UTC,Super/hipermercado,"2,00–2,49 €",10,Es muy superior,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,Como un capricho personal para consumir de forma individual en el momento,No lo conocía,,Compradores potenciales
